0.02,0.033112865735063064
0.03,0.03420273378910016
0.05,0.03674071208301066
0.07,0.034445506240677035
0.09,0.037440219612214574
0.1,0.03311286379781314
0.12,0.030878414528816022
0.14,0.029171632387044587
0.15,0.031039355873106418
0.17,0.028470378979648398
0.19,0.02389146617788627
0.21,0.02491896740193626
0.22,0.0233184567137744
0.24,0.021480183517133416
0.26,0.020435864084876694
0.27,0.01995194880861375
0.29,0.02069386404305795
0.31,0.0196799188673545
0.32,0.019461518375108434
0.34,0.01927072091309515
0.36,0.019150338933279748
0.38,0.018896886893044196
0.39,0.018903478858886106
0.41,0.01891933849993688
0.43,0.01897499404466664
0.44,0.018936909845292466
0.46,0.019125447820097414
0.48,0.019285720188528355
0.5,0.019457278379643467
0.51,0.01964492180503992
0.53,0.020186457748442983
0.55,0.020706658741140468
0.56,0.020471180849930104
0.58,0.020722287789680854
0.6,0.021484424206867664
0.62,0.02175907222980504
0.63,0.021970695961628203
0.65,0.023483369664566787
0.67,0.022930392441710516
0.68,0.026706244218623925
0.7,0.026556207083433356
0.72,0.02475150029659831
0.73,0.027218643544414355
0.75,0.024195277594873894
0.77,0.030122955550496888
0.79,0.029644407510230775
0.8,0.028512058106479717
0.82,0.030510752050484626
0.84,0.031896000490313346
0.85,0.03381663360904519
0.87,0.03474091045829933
0.89,0.04121383614844532
0.91,0.032163750491973994
0.92,0.04130218965167856
0.94,0.045337655222836976
0.96,0.044895868144613965
0.97,0.04538628267051404
0.99,0.04150422927480181
1.01,0.048112715335992526
1.03,0.042926865762838856
1.04,0.04848357132353153
1.06,0.09538417259622252
1.08,0.06923971659874163
1.09,0.06929480819369611
1.11,0.04925276966727378
1.13,0.0802058591747712
1.15,0.09803783953904674
1.16,0.11582402370213674
1.18,0.0626866049986057
1.2,0.0621894406465819
1.21,0.05681814325266409
1.23,0.19254197066095669
1.25,0.08831335408414741
1.26,0.07509268983189439
1.28,0.07589998978926972
1.3,0.16339697513798135
1.32,0.08409289751923756
1.33,0.6546663049182156
1.35,0.06869807905576157
1.37,0.4594331391877683
1.38,0.24378735897928777
1.4,0.20782771193387814
1.42,0.06842094283072135
1.44,0.6059283491437156
1.45,0.4911482020562923
1.47,0.07644238927126941
1.49,0.3252600076304828
1.5,0.7097197559148155
1.52,0.33714128701186075
1.54,0.6300438183179989
1.56,0.4950900162286879
1.57,0.20621000074185872
1.59,0.466491755389278
1.61,0.5209931378340261
1.62,0.5213423388398352
1.64,0.5276192734465809
1.66,0.5143715631099508
1.67,0.2423534376548885
1.69,0.49408198089454647
1.71,0.6051274379185595
1.73,0.25077325950541784
1.74,0.6354570824179262
1.76,0.3480518705804215
1.78,0.46627224732900463
1.79,0.5657388092504165
1.81,0.7766550740873058
1.83,0.18476924905708092
1.85,0.701423100216317
1.86,0.7063010434685303
1.88,0.7763392063199013
1.9,0.47590476007611804
1.91,0.523634905504948
1.93,0.6463262931514719
1.95,0.5088974855897672
1.97,0.728804086915214
1.98,0.8098697292450132
2.,0.37410672622009294
2.02,0.5975900497384048
2.03,0.9527334604697247
2.05,0.4733697599772871
2.07,0.46020214916693825
2.09,0.3277350624182513
2.1,0.9195775750761672
2.12,1.1609355099314955
2.14,0.7457905904127412
2.15,0.4308360731124787
2.17,0.47102238545491637
2.19,0.6174155833785395
2.2,0.46087298937521487
2.22,0.8521378611309571
2.24,0.5003465400183541
2.26,0.4251893355311177
2.27,0.5060916926473542
2.29,0.6896546815280352
2.31,0.46758766496182746
2.32,0.8428099402288239
2.34,0.4366140876261427
2.36,0.4950901345805813
2.38,0.7579473277303179
2.39,0.6475294606634099
2.41,0.4811755405775661
2.43,0.9995321494319861
2.44,0.4553652639796789
2.46,0.9551941229589858
2.48,0.8938897315159411
2.5,0.622257395741346
2.51,0.7581361654038989
2.53,0.5672568351854935
2.55,0.696408954752036
