0.02,"Around[1.2945823691600245*^-7, 0.18424453444814778]"
0.03,"Around[0.102732185967027, 0.34163226098186017]"
0.05,"Around[0.4507056165368529, 0.12490324360548681]"
0.07,"Around[0.42463448180484614, 0.12972817854334245]"
0.09,"Around[0.2846520695079538, 0.17247829906604023]"
0.1,"Around[0.3345048301018625, 0.1530532609896028]"
0.12,"Around[0.36878568162897746, 0.14273626524753852]"
0.14,"Around[1.2945823691600245*^-7, 0.19861089886130137]"
0.15,"Around[0.2357456748757088, 0.19877188684729333]"
0.17,"Around[0.3766190159878214, 0.1406549351214471]"
0.19,"Around[1.2945823691600245*^-7, 0.24119200080319367]"
0.21,"Around[0.17692458836770578, 0.24523322915539894]"
0.22,"Around[0.33113340560439614, 0.15418638479243243]"
0.24,"Around[0.2519593142251913, 0.18906861430591132]"
0.26,"Around[0.33311130300613606, 0.15351884426772683]"
0.27,"Around[0.4209636251999467, 0.1304644308433108]"
0.29,"Around[0.17692458836770578, 0.24523322915539894]"
0.31,"Around[0.32610921999781456, 0.1559184043860288]"
0.32,"Around[0.27194806265416505, 0.1784991632295914]"
0.34,"Around[0.17692458836770578, 0.24523322915539894]"
0.36,"Around[1.2945823691600245*^-7, 0.30916195810575087]"
0.38,"Around[0.3660754776292023, 0.14347851010631354]"
0.39,"Around[0.2604217665924429, 0.18441911337144062]"
0.41,"Around[0.4800988596869367, 0.1202197196327159]"
0.43,"Around[0.6086564797802599, 0.10657615459204559]"
0.44,"Around[0.45664073590732546, 0.12389695269004054]"
0.46,"Around[0.44206164075160476, 0.1264277915216835]"
0.48,"Around[0.576746642136991, 0.10912646797119384]"
0.5,"Around[0.12361068469231144, 0.30922477279752497]"
0.51,"Around[0.511111176860259, 0.11601598927010538]"
0.53,"Around[0.5800509270332647, 0.1088406504438577]"
0.55,"Around[0.2001755948498859, 0.22442837434811272]"
0.56,"Around[0.5329798921679891, 0.11344424915938166]"
0.58,"Around[0.5778472608006541, 0.10903068200825738]"
0.6,"Around[0.662367952194913, 0.10322599851934024]"
0.62,"Around[0.39571767747346964, 0.1359537704828666]"
0.63,"Around[0.6434238587865906, 0.1042846423998355]"
0.65,"Around[0.7392916493445205, 0.10009784076750365]"
0.67,"Around[0.6085243427671964, 0.10658579525427274]"
0.68,"Around[0.6971247169106914, 0.10159464471595732]"
0.7,"Around[0.6776057825216906, 0.10246331536476583]"
0.72,"Around[0.7392916493445205, 0.10009784076750365]"
0.73,"Around[0.7499249111764911, 0.09979605268775112]"
0.75,"Around[0.8325533410559411, 0.09835935907628356]"
